,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens,ensemble_output
959,snow white and the huntsman movie heroine name,Kristen Stewart,Snow White,0.0,1.018280029296875,156,188,324,"['Expert 1: The main character in the movie ""Snow White and the Huntsman"" is Snow White.\n\nExpert 2: Snow White is played by Kristen Stewart.\n\nExpert 3: Therefore, the heroine\'s name in the movie ""Snow White and the Huntsman"" is Snow White.\n\n[[Snow White]]', ""Expert 1: The title of the movie suggests a fairy tale theme, so the heroine's name could be a common one in fairy tales.\nExpert 2: Snow White is a classic fairy tale character, so the heroine's name is likely Snow White.\nExpert 3: Let's confirm by looking up the movie details to verify the heroine's name.\n[[SNOW WHITE]]"", ""Expert 1: First, I would recall the main characters in the movie.\n\nExpert 2: The main character is Snow White.\n\nExpert 3: Therefore, the heroine's name in the movie is Snow White.\n\n[[Snow White]]""]"
960,how many teams from asia will qualify for world cup 2018,five,4 teams,0.0,2.3674256801605225,221,284,336,"['Expert 1: There are 4.5 spots allocated for Asia in the World Cup.\nExpert 2: The top 2 teams from Asia in the final qualifying round will qualify automatically.\nExpert 3: The third-place team will enter a playoff against a team from another confederation for the chance to qualify.\n[[3 teams from Asia will qualify for World Cup 2018]]', 'Expert 1: Well, there are a total of 4.5 slots allocated for Asian teams in the World Cup.\n\nExpert 2: From Asia, the top two teams from each of the two qualifying groups will directly qualify for the World Cup.\n\nExpert 3: Additionally, the third-placed teams from each group will face each other in a play-off, with the winner of that match facing a team from a different confederation for a spot in the World Cup.\n\n[[4 teams from Asia will qualify for the World Cup 2018]]', 'Expert 1: I know that the 2018 World Cup is held in Russia, and there are still playoff games happening in Asia.\nExpert 2: Yes, the number of teams from Asia that qualify for the World Cup is determined by FIFA through a qualification process.\nExpert 3: As far as I know, five teams from Asia will qualify for the 2018 World Cup in Russia.\n\n[[Five teams from Asia will qualify for World Cup 2018]]']"
961,who would take over if the president dies,Vice President,The Vice President,1.0,0.6863212585449219,130,218,321,"['Expert 1: The Vice President would take over if the President dies.\n\nExpert 2: The Vice President would take over if the President dies, according to the Presidential Succession Act of 1947.\n\nExpert 3: The Vice President would take over if the President dies, according to the Presidential Succession Act of 1947 and the United States Constitution.\n\n[[Vice President]]', 'Expert 1: The Vice President would take over if the President dies.\nExpert 2: The Vice President is next in line according to the Presidential Succession Act.\n[[The Vice President]]', 'Expert 1: The Vice President would take over if the President dies.\nExpert 2: And if the Vice President is unable to serve, then the Speaker of the House would take over.\nExpert 3: And if the Speaker of the House is also unable to serve, then the President pro tempore of the Senate would take over.\n[[The Vice President, followed by the Speaker of the House, and then the President pro tempore of the Senate would take over if the President dies]].']"
962,who does the voice of dory in finding dory,Ellen DeGeneres,Ellen DeGeneres,1.0,1.5555751323699951,192,367,330,"['Expert 1: Step 1 - Ellen DeGeneres voiced Dory in Finding Dory.\n\nExpert 2: Step 1 - I agree, Ellen DeGeneres is the voice of Dory.\n\nExpert 3: Step 1 - I also agree, Ellen DeGeneres is the voice of Dory.\n\nExpert 1: Step 2 - Ellen DeGeneres is a well-known actress and comedian.\n\nExpert 2: Step 2 - She also hosted her own talk show.\n\nExpert 3: Step 2 - Ellen DeGeneres is known for her humor and positive energy.\n\n[[Ellen DeGeneres]]', ""Expert 1: Step 1 - I believe the voice of Dory in Finding Dory is Ellen DeGeneres.\nExpert 2: Step 1 - Agree, Ellen DeGeneres voices Dory in Finding Dory.\nExpert 3: Step 1 - Yes, the voice of Dory in Finding Dory is Ellen DeGeneres.\nExpert 1: Step 2 - Ellen DeGeneres also voiced Dory in Finding Nemo.\nExpert 2: Step 2 - That's correct, she voiced Dory in both movies.\nExpert 3: Step 2 - Ellen DeGeneres has been the voice of Dory in both Finding Nemo and Finding Dory.\n\n[[Ellen DeGeneres]]"", 'Expert 1: Step 1 - I remember Ellen DeGeneres did the voice of Dory in Finding Nemo.\n\nExpert 2: Step 1 - Yes, Ellen DeGeneres also reprised her role as the voice of Dory in Finding Dory.\n\nExpert 3: Step 1 - Correct, Ellen DeGeneres voiced Dory in both Finding Nemo and Finding Dory.\n\n[[Ellen DeGeneres]]']"
963,when do we vote for a new governor in california,"November 6, 2018",The next election for a new governor in California will be in November 2022.,0.13333333333333333,1.593860387802124,185,254,327,"[""Expert 1: I believe the election for governor in California happens every 4 years.\n\nExpert 2: Yes, that's correct. The election for governor in California is held in even-numbered years.\n\nExpert 3: And the specific date for the election is the first Tuesday after the first Monday in November.\n\n[[The election for governor in California happens every 4 years on the first Tuesday after the first Monday in November.]]"", 'Expert 1: The governor election in California is held on the first Tuesday after the first Monday in November every fourth year.\n\n[[Voting for a new governor in California occurs on the first Tuesday after the first Monday in November every fourth year.]]', ""Expert 1: First, we need to determine the term length for the governor of California.\nExpert 2: The term length for the governor of California is 4 years.\nExpert 3: Next, we need to find out when the current governor's term started.\n\nExpert 2: The current governor's term started on January 7, 2019.\nExpert 3: Finally, we calculate the next election date by adding 4 years to the start date.\n\n[[The next election for governor in California will be on November 8, 2022.]]""]"
964,when does season 5 of the blacklist come out,"November 15, 2017","Season 5 of The Blacklist premiered on September 27, 2017.",0.16666666666666666,2.0280141830444336,204,253,327,"[""Expert 1: First, let's check the official website for any announcements or updates on the release date.\nExpert 2: The website says the release date is scheduled for October 2017.\nExpert 3: Wait, I think there was a delay in production. Let me double-check to confirm the new release date.\n[[Oct 27, 2017]]"", ""Expert 1: First, I will check the official NBC website for any announcements or updates on the release date.\nExpert 2: Next, I will search for any press releases or interviews with the show's producers to confirm the information.\nExpert 3: Based on the information gathered, I will make a prediction on the potential release date. \n\n[[The release date for season 5 of The Blacklist is September 27, 2017.]]"", ""Expert 1: Okay, first we need to check the official website of the show for any updates on the release date.\nExpert 2: Let's also look for any announcements from the network or the show's creators on social media platforms.\nExpert 3: I remember seeing a tweet from the show's official Twitter account about the premiere date being in October.\n\n[[The Blacklist season 5 premieres in October.]]""]"
965,who discovered that animals were made of cells,Henri Dutrochet,Matthias Schleiden and Theodor Schwann,0.0,2.335275650024414,217,180,321,"[""Expert 1: I believe it was Marcello Malpighi who first observed cells in animal tissues under a microscope.\n\nExpert 2: Yes, Malpighi's observations were groundbreaking in the field of biology.\n\nExpert 3: Malpighi's discovery laid the foundation for the cell theory, which was further developed by Matthias Schleiden and Theodor Schwann.\n\n[[Matthias Schleiden and Theodor Schwann]]"", 'Expert 1: Observation through a microscope showed that cells existed within animals.\n\nExpert 2: This led to the conclusion that animals are also made of cells.\n\n[[Theodor Schwann and Matthias Schleiden]]', 'Expert 1: Robert Hooke observed cells in a slice of cork under a microscope.\nExpert 2: Theodor Schwann extended this idea to animals, concluding that animals were also made of cells.\n[[Schwann]]']"
966,who plays sherman in mr peabody and sherman,Max Charles,Ty Burrell,0.0,1.0769374370574951,162,153,333,"[""Expert 1: Think about the actor's name\nExpert 2: Remember it starts with a T\nExpert 3: Recall it's Ty Burrell\n[[Ty Burrell]]"", 'Expert 1: Sherman is a character in Mr. Peabody and Sherman.\nExpert 2: Sherman is voiced by Max Charles in the movie.\nExpert 3: Max Charles is a child actor.\n[[Max Charles]]', 'Expert 1: First step - Research the cast of the movie Mr. Peabody and Sherman.\nExpert 2: Second step - Verify the actor who played Sherman in the movie.\nExpert 3: Third step - Cross-reference the information to confirm accuracy.\n\n[[Max Charles plays Sherman in Mr. Peabody and Sherman]]']"
967,who plays oz in oz the great and powerful,James Franco,James Franco,1.0,1.3262181282043457,176,171,324,"['Expert 1: Think about the main actors in the movie.\nExpert 2: Recall the lead actor in Oz the Great and Powerful.\nExpert 3: Remember that James Franco played Oz in the movie.\n[[James Franco]]', 'Expert 1: I think the actor who plays Oz in ""Oz the Great and Powerful"" is James Franco. \nExpert 2: I agree with Expert 1, James Franco is definitely the actor who plays Oz. \nExpert 3: Yes, it is James Franco.\n\n[[James Franco]]', 'Expert 1: First step, I think Oz is played by James Franco in the movie.\n\nExpert 2: Yes, I confirm that James Franco plays Oz in Oz the Great and Powerful.\n\nExpert 3: I agree, James Franco is indeed the actor who plays the character of Oz.\n\n[[James Franco]]']"
968,when was the last superbowl the cowboys won,1995,Super Bowl XXX in January 1996,0.0,1.2240204811096191,168,129,327,"['Expert 1: The Cowboys last won the Super Bowl in 1996, Super Bowl XXX.\n\n[[The last Super Bowl the Cowboys won was in 1996, Super Bowl XXX]]', ""Expert 1: Let's see, the Cowboys won their last Superbowl in 1996.\n\n[[The last Superbowl the Cowboys won was in 1996.]]"", ""Expert 1: Let me think, I remember the Cowboys won the Super Bowl in 1996.\nExpert 2: I think that was correct, let's check the records to confirm.\n[[The Dallas Cowboys last won the Super Bowl in 1996.]]""]"
969,what do you mean by analysis and design,"Systems analysis, a method of studying a system by examining its component parts and their interactions",Understanding the problem and creating a solution.,0.10526315789473682,1.9253602027893066,199,257,321,"['Expert 1: Analysis involves breaking down a problem into smaller parts to understand it better.\nExpert 2: Design is the process of creating a solution or plan to address the problem identified during analysis.\nExpert 3: Once the problem has been analyzed and a solution designed, implementation is the next step in turning the plan into reality.\n[[Analysis and design are processes used to understand and solve problems efficiently.]]', 'Expert 1: Analysis is the process of breaking down a problem into smaller components to understand it better.\n\nExpert 2: Design is the process of creating a solution based on the analysis of the problem.\n\nExpert 3: So, analysis helps us understand the problem and design helps us come up with a solution for it.\n\n[[ANALYSIS AND DESIGN ARE PROCESSES USED TO UNDERSTAND AND SOLVE PROBLEMS]].', 'Expert 1: Analysis is the process of examining data and breaking it down into components to better understand it. \nExpert 2: Design is the process of creating a plan or blueprint based on the analysis to solve a specific problem or achieve a specific goal.\nExpert 3: So, analysis helps us understand the problem and design helps us come up with a solution.\n\n[[Analysis is understanding the problem, design is creating a solution.]]']"
970,where was ross and emily's wedding filmed,"on locations in London, and in front of a live studio audience at The Fountain Studios",Brighton,0.0,1.2267489433288574,170,175,327,"[""Expert 1: I believe Ross and Emily's wedding was filmed in London.\nExpert 2: I remember seeing iconic London landmarks in the background, so I agree with Expert 1.\nExpert 3: The interior shots of the wedding venue looked like a traditional English church, so I think it was filmed in a church in London.\n[[London, England church]]"", ""Expert 1: The wedding took place in London, England. \nExpert 2: The location was a historic cathedral. \nExpert 3: I believe it was the City of London Magistrates' Court. \n[[City of London Magistrates' Court]]"", 'Expert 1: I think it was filmed in London.\nExpert 2: I remember seeing a building that looked like a castle.\nExpert 3: I recall seeing the Westminster Abbey in the background.\n[[Westminster Abbey, London]]']"
971,who has the executive power in south carolina,the governor,The Governor has the executive power in South Carolina.,0.25,1.2773771286010742,172,184,324,"['Expert 1: The executive power in South Carolina is held by the Governor.\nExpert 2: The Governor is elected by the people of South Carolina.\nExpert 3: The Governor is responsible for implementing and enforcing the laws of the state.\n[[The Governor has the executive power in South Carolina.]]', ""Expert 1: The executive power in South Carolina is vested in the Governor.\n\nExpert 2: The Governor is responsible for implementing and enforcing the laws of the state.\n\nExpert 3: The Governor is also the commander-in-chief of the state's military forces.\n\n[[Governor has the executive power in South Carolina]]."", ""Expert 1: South Carolina's Constitution establishes the Governor as the executive authority.\n\nExpert 2: The Governor is responsible for overseeing the executive branch of government.\n\nExpert 3: The Governor is the highest-ranking official in South Carolina with the executive power. \n\n[[Governor of South Carolina]]""]"
972,when did the first pacific rim come out,2013,2013,1.0,1.2174675464630127,162,188,324,"['Expert 1: The first Pacific Rim movie was directed by Guillermo del Toro.\n\nExpert 2: It was released in 2013.\n\nExpert 3: It starred Charlie Hunnam and Idris Elba.\n\n[[2013]]', 'Expert 1: I remember the first Pacific Rim movie came out when I was in high school.\nExpert 2: I graduated from high school in 2013, so the movie must have come out before that.\nExpert 3: The first Pacific Rim movie was released in 2013.\n[[2013]]', 'Expert 1: I think the first Pacific Rim movie came out in 2013.\n\nExpert 2: Yes, it was definitely in 2013 because I remember the hype around it.\n\nExpert 3: I also remember seeing trailers for it in 2013, so I think we can confidently say that the first Pacific Rim movie came out in [[2013]].']"
973,when is the start of the 2018 nba season,"October 16, 2018",October 16th,0.4,1.6012532711029053,180,214,333,"['Expert 1: The NBA season usually starts in October.\nExpert 2: Let me check the exact date for the 2018 season opener.\nExpert 3: The 2018 NBA season started on October 16th.\n[[October 16th, 2018]]', 'Expert 1: Well, the NBA season typically starts in October.\n\nExpert 2: Yes, the first game of the season is usually in late October.\n\nExpert 3: Actually, the first game of the 2018 NBA season was on October 16th.\n\n[[The start of the 2018 NBA season was on October 16th.]]', ""Expert 1: Well, the NBA season usually starts in October. \n\nExpert 2: Yes, that's correct. The first game of the 2018 NBA season was on October 16th.\n\nExpert 3: So, in 2018, the start of the NBA season was on October 16th.\n\n[[The start of the 2018 NBA season was on October 16th.]]""]"
974,who sings i dreamed a dream in les miserables,the character Fantine,Fantine,0.6666666666666666,1.632814645767212,187,269,327,"['Expert 1: I think the character Fantine sings ""I Dreamed a Dream"" in Les Miserables.\nExpert 2: Yes, that\'s correct. Fantine is the one who sings that iconic song.\nExpert 3: Agreed, the character Fantine, portrayed by Anne Hathaway in the movie adaptation, sings ""I Dreamed a Dream.""\n\n[[Fantine]]', 'Expert 1: Identify that the song ""I Dreamed a Dream"" is from the musical Les Misérables.\n\n[[Les Misérables]]\n\nExpert 2: Recall that the character who sings ""I Dreamed a Dream"" is Fantine.\n\n[[Fantine]]\n\nExpert 3: Confirm that the role of Fantine in Les Misérables is typically portrayed by a female singer.\n\n[[Anne Hathaway in film adaptation]] \n\n[[Anne Hathaway]]', 'Expert 1: I believe ""I Dreamed a Dream"" in Les Miserables is sung by Fantine. \n\nExpert 2: That\'s correct, Fantine is the character who sings ""I Dreamed a Dream"" in Les Miserables.\n\nExpert 3: Yes, that\'s right. Fantine, played by Anne Hathaway in the 2012 film adaptation, sings ""I Dreamed a Dream"" in Les Miserables.\n\n[[Fantine]]']"
975,when did the last harry potter movie come out in theaters,2011,July 2011,0.6666666666666666,1.4610066413879395,171,205,336,"['Expert 1: The last Harry Potter movie was called ""Harry Potter and the Deathly Hallows – Part 2.""\nExpert 2: I remember watching it in theaters during the summer.\nExpert 3: ""Harry Potter and the Deathly Hallows – Part 2"" was released in 2011.\n[[2011]]', 'Expert 1: I believe the last Harry Potter movie came out in July 2011.\nExpert 2: I remember the movie being a part of the Harry Potter series called ""Harry Potter and the Deathly Hallows: Part 2"".\nExpert 3: Yes, that is correct. ""Harry Potter and the Deathly Hallows: Part 2"" was released in July 2011.\n[[July 2011]]', 'Expert 1: The last Harry Potter movie was the Deathly Hallows Part 2.\nExpert 2: It was released in 2011.\nExpert 3: That means it came out 10 years ago.\n\n[[2011]]']"
976,when did old 10p go out of circulation,January 2013,The old 10p coin went out of circulation in 2018.,0.0,2.055098056793213,221,263,327,"['Expert 1: The old 10p coin was demonetized when it was replaced by the smaller 10p coin.\n\nExpert 2: The smaller 10p coin was introduced in 1992, so the old 10p coin would have gone out of circulation in or after that year.\n\nExpert 3: The old 10p coin was demonetized in 1992.\n  \n[[The old 10p coin went out of circulation in 1992.]]', ""Expert 1: I remember that the old 10p coin was demonetized in 1993.\nExpert 2: Yes, that's correct. It was replaced by the smaller 10p coin.\nExpert 3: So, if the old 10p coin went out of circulation in 1993, that means it was no longer legal tender after that year.\n\n[[The old 10p coin went out of circulation in 1993]]"", 'Expert 1: I believe the old 10p went out of circulation in 1993.\nExpert 2: I think it was actually in 1992.\nExpert 3: I remember it being phased out in 1992, so I agree with Expert 2.\n\n[[Old 10p went out of circulation in 1992]]']"
977,where is the origin of the frontalis muscle,Galea aponeurotica,The origin of the frontalis muscle is the galea aponeurotica on top of the skull.,0.3076923076923077,1.7588105201721191,204,247,324,"['Expert 1: The frontalis muscle is located in the forehead region.\n\nExpert 2: It originates from the galea aponeurotica, which is a fibrous structure covering the top of the skull.\n\nExpert 3: The galea aponeurotica is connected to the occipitofrontalis muscle.\n\n[[Origin of frontalis muscle: Galea aponeurotica]]', 'Expert 1: Frontalis muscle is a facial muscle responsible for raising the eyebrows.\n\nExpert 2: It originates from the Galea aponeurotica, which is a tough, sheet-like tendon covering the top of the skull.\n\nExpert 3: The Galea aponeurotica is attached to the frontal bone of the skull.\n\n[[The origin of the frontalis muscle is the frontal bone.]]', 'Expert 1: The frontalis muscle is located in the forehead region.\nExpert 2: It originates from the galea aponeurotica.\nExpert 3: The galea aponeurotica is a tough, dense fibrous layer of tissue covering the top of the skull.\n\n[[The frontalis muscle originates from the galea aponeurotica on the top of the skull.]]']"
978,the four essential elements for life are _,Freedom of speech,"The four essential elements for life are carbon, hydrogen, oxygen, and nitrogen.",0.0,2.7496113777160645,260,355,321,"['Expert 1: Carbon is one essential element for life\nExpert 2: Hydrogen is another essential element for life\nExpert 3: Oxygen is also essential for life\n\n[[Nitrogen is the fourth essential element for life]]', 'Expert 1: Carbon is a key component of organic molecules and is essential for life.\n\nExpert 2: Hydrogen is important for forming bonds with carbon and is abundant in biological molecules.\n\nExpert 3: Oxygen is necessary for cellular respiration and serves as a building block for many molecules.\n\nExpert 1: Nitrogen is crucial for building proteins and nucleic acids in living organisms.\n\n[[Carbon, Hydrogen, Oxygen, Nitrogen]]', 'Expert 1: Step 1 - Carbon is a key element in all living organisms.\nExpert 2: Step 1 - I agree, carbon is essential for life as it forms the backbone of organic molecules.\nExpert 3: Step 1 - Yes, carbon is crucial for building the complex structures found in living organisms.\n\nExpert 1: Step 2 - Hydrogen is another essential element found in all living organisms.\nExpert 2: Step 2 - I agree, hydrogen is key for forming bonds with carbon and oxygen in biological molecules.\nExpert 3: Step 2 - Yes, hydrogen is essential for many biological processes and is a key component of water.\n\nExpert 1: Step 3 - Oxygen is crucial for cellular respiration and is a component of many biological molecules.\nExpert 2: Step 3 - I agree, oxygen is essential for aerobic respiration and other metabolic processes.\nExpert 3: Step 3 - Yes, oxygen is vital for producing energy within cells through the process of respiration.\n\n[[Carbon, Hydrogen, Oxygen, Nitrogen]]']"
979,when is the last time england got to the semi final,1990,2018,0.0,0.6884100437164307,133,217,333,"[""Expert 1: The last time England got to the semi final was in the 2018 FIFA World Cup.\nExpert 2: That's correct, they played against Croatia in the semi final.\nExpert 3: Croatia won that match, sending England to the third place playoff.\n[[2018 FIFA World Cup]]"", 'Expert 1: I know England reached the semifinals during the 2018 FIFA World Cup in Russia.\n\nExpert 2: They also reached the semifinals during the 2019 UEFA Nations League.\n\nExpert 3: And they last reached the Euros semifinals in 1996.\n\n[[England last reached the semifinals of the Euros in 1996]]', ""Expert 1: The last time England got to the semi final was in the 2018 FIFA World Cup.\n\nExpert 2: That's correct, they made it to the semi final in the 2018 FIFA World Cup.\n\nExpert 3: Yes, and before that, they made it to the semi final in the 1990 FIFA World Cup.\n\n[[2018 FIFA World Cup]]""]"
980,who is the singing voice of jasmine in aladdin,Maria Lea Carmen Imutan Salonga,The singing voice of Jasmine in Aladdin is Lea Salonga.,0.2857142857142857,2.3703830242156982,250,367,327,"['Expert 1: Step 1 - I think the singing voice of Jasmine in Aladdin is Lea Salonga.\nExpert 2: Step 1 - I also believe the singing voice of Jasmine in Aladdin is Lea Salonga.\nExpert 3: Step 1 - Yes, it is Lea Salonga. \n\nExpert 1: Step 2 - Lea Salonga is a renowned Broadway singer known for her work in various musicals. \nExpert 2: Step 2 - She also provided the singing voice for Mulan in Disney\'s ""Mulan.""\nExpert 3: Step 2 - Lea Salonga is a Filipina actress and singer.\n\n[[Lea Salonga]]', ""Expert 1: Step 1 - Think of the most iconic female singers during the time of Aladdin's release.\nExpert 2: Step 1 - Recall any information about the voice actresses from the movie Aladdin.\nExpert 3: Step 1 - Check official credits or sources to confirm the singing voice of Jasmine.\n\nExpert 1: Step 2 - Remember that Lea Salonga was the singing voice of Jasmine in Aladdin.\nExpert 2: Step 2 - Consider that different actresses could have done the speaking and singing parts for Jasmine in the movie.\nExpert 3: Step 2 - Look for any interviews or behind-the-scenes information about the voice actress for Jasmine.\n\n[[Lea Salonga]]"", ""Expert 1: The singing voice of Jasmine in Aladdin must be a professional singer who matches the character's vocal range and style.\nExpert 2: A common practice in animated movies is to have separate voice actors for speaking and singing roles.\nExpert 3: I remember reading that Lea Salonga provided the singing voice for Jasmine in Aladdin.\n[[Lea Salonga]].""]"
981,when did the mint start making proof sets,1936,1936,1.0,1.7173247337341309,180,229,321,"['Expert 1: The U.S. Mint started producing proof sets in 1936.\nExpert 2: The purpose of producing proof sets was to cater to collectors and showcase the craftsmanship of the coins.\nExpert 3: Proof sets usually contain a set of coins that are struck using a specialized minting process to produce coins with extra sharp details and mirror-like finishes.\n\n[[1936]]', 'Expert 1: The US Mint started producing proof sets in 1936 to celebrate the 200th anniversary of the Declaration of Independence.\nExpert 2: The mint continued to produce proof sets regularly every year since 1936.\nExpert 3: The proof sets generally include one of each coin denomination minted that year, in proof quality. Some years also include commemorative coins.\n\n[[The US Mint started making proof sets in 1936.]]', 'Expert 1: The US Mint started making proof sets in [[1936]].\nExpert 2: The first proof sets were made for the [[1936]] proof coinage.\nExpert 3: The Mint began making proof sets for collectors in [[1936]].\n\n[[1936]]']"
982,when did the affordable healthcare act go into effect,"March 23, 2010","The Affordable Care Act went into full effect on January 1, 2014.",0.0,2.227482557296753,220,188,324,"['Expert 1: The Affordable Healthcare Act, also known as Obamacare, was signed into law on March 23, 2010.\n\n[[March 23, 2010]]', 'Expert 1: The Affordable Care Act was signed into law by President Barack Obama on March 23, 2010.\nExpert 2: The law contained a provision that most of its major provisions would not go into effect until 2014.\nExpert 3: Therefore, the Affordable Care Act went into effect on January 1, 2014.\n\n[[January 1, 2014]]', ""Expert 1: The Affordable Care Act was signed into law in March 2010. \nExpert 2: So, the law would likely have a specific effective date mentioned somewhere in the text. \nExpert 3: Let's look up the specific effective date mentioned in the Affordable Care Act document. \n\n[[March 23, 2010]]""]"
983,the first vice president of india who became the president later,Sarvepalli Radhakrishnan,Sarvepalli Radhakrishnan,1.0,1.1293351650238037,166,214,330,"['Expert 1: First step - Identify the first Vice President of India who later became President.\nExpert 2: Second step - Verify if the identified individual served as the Vice President before becoming President.\nExpert 3: Third step - Confirm that the individual held both positions in the correct sequence.\n[[Sarvepalli Radhakrishnan]]', 'Expert 1: First step - ""The first Vice President of India was Sarvepalli Radhakrishnan.""\n\nExpert 2: Second step - ""Sarvepalli Radhakrishnan later became the President of India.""\n\nExpert 3: Third step - ""Therefore, the answer is Sarvepalli Radhakrishnan.""\n\n[[Sarvepalli Radhakrishnan]]', 'Expert 1: The first Vice President of India was Dr. Sarvepalli Radhakrishnan.\nExpert 2: Dr. Sarvepalli Radhakrishnan later became the President of India.\n[[Dr. Sarvepalli Radhakrishnan]]']"
984,who played cindy brady in a very brady christmas,Jennifer Runyon,Jennifer Runyon,1.0,1.5515830516815186,175,174,333,"['Expert 1: I think the actress who played Cindy Brady in A Very Brady Christmas was Jennifer Runyon.\n\nExpert 2: Actually, I believe it was Ashley Johnson who played Cindy Brady in A Very Brady Christmas.\n\n[[Ashley Johnson]]', ""Expert 1: I think Cindy Brady was played by Jennifer Runyon.\nExpert 2: I believe that's incorrect. I'm pretty sure it was Jennifer Elise Cox.\nExpert 3: I agree with Expert 2, it was Jennifer Elise Cox.\n[[Jennifer Elise Cox]]"", ""Expert 1: I will start by thinking of child actors from the time period it was filmed.\nExpert 2: Yes, I remember Jennifer Runyon being a popular child actor at that time.\nExpert 3: I don't think it was Jennifer Runyon, maybe it was Jennifer Runyon.\n\n[[Susan Olsen]]""]"
985,what episode of american dad is krampus on,the eighth episode of the tenth season,"Season 14, Episode ""Minstrel Krampus""",0.4000000000000001,1.8834517002105713,183,250,324,"['Expert 1: Krampus is a character featured in season 10, episode 8 of American Dad.\nExpert 2: In that episode, titled ""Minstrel Krampus,"" Steve fears that he is on the naughty list and that Krampus is going to take him away.\nExpert 3: The episode originally aired on December 15, 2013. \n[[Season 10, episode 8 - ""Minstrel Krampus""]]', ""Expert 1: Krampus is a character in American Dad, so we need to find the episode where he appears.\n\nExpert 2: I remember seeing Krampus in Season 10 of American Dad.\n\nExpert 3: Let's check the Season 10 episodes to see which one Krampus is in.\n\n[[Season 10, Episode 8 - Minstrel Krampus]]"", 'Expert 1: First, I would check the American Dad episode guide for any mention of Krampus.\nExpert 2: After finding the episode that features Krampus, I would verify the season and episode number.\nExpert 3: Finally, I would confirm with online sources or watch the episode to be certain. \n\n[[S6, E8 ""For Whom the Sleigh Bell Tolls""]]']"
986,when was the last time world cup was held in england,1966,56 years ago in 1966,0.33333333333333337,1.802823543548584,198,205,333,"[""Expert 1: I believe the last time the World Cup was held in England was in 1966.\nExpert 2: I think that's correct, but let me double check.\nExpert 3: Yes, I can confirm that the last time the World Cup was held in England was in 1966.\n[[1966]]"", 'Expert 1: Last time the World Cup was held in England was in 1966.\nExpert 2: Yes, that is correct. England hosted the World Cup in 1966.\nExpert 3: The next World Cup in England after that was in... [[1966]].', ""Expert 1: I believe the last time the World Cup was held in England was in 1966.\n\nExpert 2: That's correct, the World Cup was held in England in 1966.\n\nExpert 3: Yes, the World Cup was last held in England in 1966.\n\n[[The last time the World Cup was held in England was in 1966.]]""]"
987,what type of car does dwight schrute drive,1987 Pontiac Trans Am,Pontiac Trans Am,0.8571428571428571,1.1043355464935303,173,254,330,"['Expert 1: Well, Dwight Schrute is a character from the TV show ""The Office"" and he is known for his practicality and love for classic cars.\nExpert 2: I remember seeing him driving a brown 1987 Pontiac Trans Am in one of the episodes.\nExpert 3: Yes, that\'s right. He also mentioned owning a 1986 Pontiac Trans Am in another episode.\n[[Dwight Schrute drives a brown 1987 Pontiac Trans Am]].', 'Expert 1: Dwight Schrute is a practical and frugal person, so he would likely drive a car with good fuel efficiency and reliability.\nExpert 2: He is also a fan of American-made vehicles, so he may drive a car from a US manufacturer like Ford or Chevrolet.\nExpert 3: Given his personality and preferences, I would say Dwight Schrute drives a Ford Fusion.\n[[Ford Fusion]]', 'Expert 1: ""Dwight is a practical person, likely drives a reliable car.""\nExpert 2: ""He is also known for being frugal, so he probably opts for a more affordable option.""\nExpert 3: ""Given his personality traits, I would guess he drives a Ford Fiesta.""\n\n[[Ford Fiesta]]']"
988,what is apollo the god of in roman mythology,music,"Apollo is the god of the sun, light, music, prophecy, healing, plague, male beauty, and youth in Roman mythology.",0.1111111111111111,1.6159605979919434,191,210,327,"['Expert 1: Apollo is associated with the sun and light. \nExpert 2: Apollo is also the god of music, poetry, and healing.\nExpert 3: Therefore, Apollo is the god of the sun, light, music, poetry, and healing.\n[[Apollo is the god of the sun, light, music, poetry, and healing]].', ""Expert 1: Apollo is often associated with the sun and light\nExpert 2: He is also known for music, poetry, and healing\nExpert 3: Let's not forget he's also the god of prophecy and truth-telling\n[[Apollo is the god of the sun, music, poetry, healing, prophecy, and truth-telling in Roman mythology]]"", 'Expert 1: Apollo is associated with the sun and light\nExpert 2: He is also the god of music, poetry, and healing\nExpert 3: Apollo is known for his archery skills as well\n\n[[God of the sun, light, music, poetry, healing, and archery]]']"
